variable,description
hmlidx_2,Mosquito Bed Net Designation Number
hmlidx_3,Mosquito Bed Net Designation Number
hmlidx_4,Mosquito Bed Net Designation Number
hmlidx_5,Mosquito Bed Net Designation Number
hmlidx_6,Mosquito Bed Net Designation Number
hmlidx_7,Mosquito Bed Net Designation Number
hml3_1,Net observed by interviewer
hml3_2,Net observed by interviewer
hml3_3,Net observed by interviewer
hml3_4,Net observed by interviewer
hml3_5,Net observed by interviewer
hml3_6,Net observed by interviewer
hml3_7,Net observed by interviewer
hml4_1,Months ago net obtained
hml4_2,Months ago net obtained
hml4_3,Months ago net obtained
hml4_4,Months ago net obtained
hml4_5,Months ago net obtained
hml4_6,Months ago net obtained
hml4_7,Months ago net obtained
hml5_1,Net treated with insecticide when bought
hml5_2,Net treated with insecticide when bought
hml5_3,Net treated with insecticide when bought
hml5_4,Net treated with insecticide when bought
hml5_5,Net treated with insecticide when bought
hml5_6,Net treated with insecticide when bought
hml5_7,Net treated with insecticide when bought
hml6_1,Net treatment status
hml6_2,Net treatment status
hml6_3,Net treatment status
hml6_4,Net treatment status
hml6_5,Net treatment status
hml6_6,Net treatment status
hml6_7,Net treatment status
hml7_1,Brand of net
hml7_2,Brand of net
hml7_3,Brand of net
hml7_4,Brand of net
hml7_5,Brand of net
hml7_6,Brand of net
hml7_7,Brand of net
hml8_1,Net treated since receiving
hml8_2,Net treated since receiving
hml8_3,Net treated since receiving
hml8_4,Net treated since receiving
hml8_5,Net treated since receiving
hml8_6,Net treated since receiving
hml8_7,Net treated since receiving
hml9_1,Time since last re-treatment (months)
hml9_2,Time since last re-treatment (months)
hml9_3,Time since last re-treatment (months)
hml9_4,Time since last re-treatment (months)
hml9_5,Time since last re-treatment (months)
hml9_6,Time since last re-treatment (months)
hml9_7,Time since last re-treatment (months)
hml10_1,Insecticide-Treated Net (ITN)
hml10_2,Insecticide-Treated Net (ITN)
hml10_3,Insecticide-Treated Net (ITN)
hml10_4,Insecticide-Treated Net (ITN)
hml10_5,Insecticide-Treated Net (ITN)
hml10_6,Insecticide-Treated Net (ITN)
hml10_7,Insecticide-Treated Net (ITN)
hml11_1,Number of persons who slept under this net
hml11_2,Number of persons who slept under this net
hml11_3,Number of persons who slept under this net
hml11_4,Number of persons who slept under this net
hml11_5,Number of persons who slept under this net
hml11_6,Number of persons who slept under this net
hml11_7,Number of persons who slept under this net
hml21_1,Someone slept under this net last night
hml21_2,Someone slept under this net last night
hml21_3,Someone slept under this net last night
hml21_4,Someone slept under this net last night
hml21_5,Someone slept under this net last night
hml21_6,Someone slept under this net last night
hml21_7,Someone slept under this net last night
hmla_1,Line number of person who slept in this net
hmla_2,Line number of person who slept in this net
hmla_3,Line number of person who slept in this net
hmla_4,Line number of person who slept in this net
hmla_5,Line number of person who slept in this net
hmla_6,Line number of person who slept in this net
hmla_7,Line number of person who slept in this net
hmlb_1,Line number of person who slept in this net
hmlb_2,Line number of person who slept in this net
hmlb_3,Line number of person who slept in this net
hmlb_4,Line number of person who slept in this net
hmlb_5,Line number of person who slept in this net
hmlb_6,Line number of person who slept in this net
hmlb_7,Line number of person who slept in this net
hmlc_1,Line number of person who slept in this net
hmlc_2,Line number of person who slept in this net
hmlc_3,Line number of person who slept in this net
hmlc_4,Line number of person who slept in this net
hmlc_5,Line number of person who slept in this net
hmlc_6,Line number of person who slept in this net
hmlc_7,Line number of person who slept in this net
hmld_1,Line number of person who slept in this net
hmld_2,Line number of person who slept in this net
hmld_3,Line number of person who slept in this net
hmld_4,Line number of person who slept in this net
hmld_5,Line number of person who slept in this net
hmld_6,Line number of person who slept in this net
hmld_7,Line number of person who slept in this net
hmle_1,NA - Line number of person who slept in this net
hmle_2,NA - Line number of person who slept in this net
hmle_3,NA - Line number of person who slept in this net
hmle_4,NA - Line number of person who slept in this net
hmle_5,NA - Line number of person who slept in this net
hmle_6,NA - Line number of person who slept in this net
hmle_7,NA - Line number of person who slept in this net
hmhidx_01,Index to Household Schedule
hmhidx_02,Index to Household Schedule
hmhidx_03,Index to Household Schedule
hmhidx_04,Index to Household Schedule
hmhidx_05,Index to Household Schedule
hmhidx_06,Index to Household Schedule
hmhidx_07,Index to Household Schedule
hmhidx_08,Index to Household Schedule
hmhidx_09,Index to Household Schedule
hmhidx_10,Index to Household Schedule
hmhidx_11,Index to Household Schedule
hmhidx_12,Index to Household Schedule
hmhidx_13,Index to Household Schedule
hmhidx_14,Index to Household Schedule
hmhidx_15,Index to Household Schedule
hmhidx_16,Index to Household Schedule
hmhidx_17,Index to Household Schedule
hmhidx_18,Index to Household Schedule
hmhidx_19,Index to Household Schedule
hmhidx_20,Index to Household Schedule
hmhidx_21,Index to Household Schedule
hmhidx_22,Index to Household Schedule
hmhidx_23,Index to Household Schedule
hmhidx_24,Index to Household Schedule
hml12_01,Type of Mosquito Bed Net(s) person slept under last night
hml12_02,Type of Mosquito Bed Net(s) person slept under last night
hml12_03,Type of Mosquito Bed Net(s) person slept under last night
hml12_04,Type of Mosquito Bed Net(s) person slept under last night
hml12_05,Type of Mosquito Bed Net(s) person slept under last night
hml12_06,Type of Mosquito Bed Net(s) person slept under last night
hml12_07,Type of Mosquito Bed Net(s) person slept under last night
hml12_08,Type of Mosquito Bed Net(s) person slept under last night
hml12_09,Type of Mosquito Bed Net(s) person slept under last night
hml12_10,Type of Mosquito Bed Net(s) person slept under last night
hml12_11,Type of Mosquito Bed Net(s) person slept under last night
hml12_12,Type of Mosquito Bed Net(s) person slept under last night
hml12_13,Type of Mosquito Bed Net(s) person slept under last night
hml12_14,Type of Mosquito Bed Net(s) person slept under last night
hml12_15,Type of Mosquito Bed Net(s) person slept under last night
hml12_16,Type of Mosquito Bed Net(s) person slept under last night
hml12_17,Type of Mosquito Bed Net(s) person slept under last night
hml12_18,Type of Mosquito Bed Net(s) person slept under last night
hml12_19,Type of Mosquito Bed Net(s) person slept under last night
hml12_20,Type of Mosquito Bed Net(s) person slept under last night
hml12_21,Type of Mosquito Bed Net(s) person slept under last night
hml12_22,Type of Mosquito Bed Net(s) person slept under last night
hml12_23,Type of Mosquito Bed Net(s) person slept under last night
hml12_24,Type of Mosquito Bed Net(s) person slept under last night
hml13_01,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_02,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_03,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_04,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_05,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_06,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_07,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_08,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_09,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_10,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_11,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_12,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_13,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_14,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_15,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_16,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_17,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_18,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_19,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_20,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_21,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_22,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_23,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml13_24,Net Designation Number (HMLIDX) for 1st net person slept under last night
hml14_01,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_02,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_03,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_04,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_05,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_06,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_07,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_08,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_09,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_10,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_11,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_12,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_13,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_14,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_15,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_16,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_17,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_18,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_19,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_20,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_21,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_22,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_23,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml14_24,Net Designation Number (HMLIDX) for 2nd net person slept under last night
hml15_01,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_02,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_03,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_04,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_05,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_06,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_07,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_08,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_09,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_10,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_11,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_12,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_13,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_14,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_15,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_16,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_17,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_18,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_19,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_20,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_21,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_22,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_23,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml15_24,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night
hml16_01,Corrected age from Individual file
hml16_02,Corrected age from Individual file
hml16_03,Corrected age from Individual file
hml16_04,Corrected age from Individual file
hml16_05,Corrected age from Individual file
hml16_06,Corrected age from Individual file
hml16_07,Corrected age from Individual file
hml16_08,Corrected age from Individual file
hml16_09,Corrected age from Individual file
hml16_10,Corrected age from Individual file
hml16_11,Corrected age from Individual file
hml16_12,Corrected age from Individual file
hml16_13,Corrected age from Individual file
hml16_14,Corrected age from Individual file
hml16_15,Corrected age from Individual file
hml16_16,Corrected age from Individual file
hml16_17,Corrected age from Individual file
hml16_18,Corrected age from Individual file
hml16_19,Corrected age from Individual file
hml16_20,Corrected age from Individual file
hml16_21,Corrected age from Individual file
hml16_22,Corrected age from Individual file
hml16_23,Corrected age from Individual file
hml16_24,Corrected age from Individual file
hml16a_01,Age in months (for children)
hml16a_02,Age in months (for children)
hml16a_03,Age in months (for children)
hml16a_04,Age in months (for children)
hml16a_05,Age in months (for children)
hml16a_06,Age in months (for children)
hml16a_07,Age in months (for children)
hml16a_08,Age in months (for children)
hml16a_09,Age in months (for children)
hml16a_10,Age in months (for children)
hml16a_11,Age in months (for children)
hml16a_12,Age in months (for children)
hml16a_13,Age in months (for children)
hml16a_14,Age in months (for children)
hml16a_15,Age in months (for children)
hml16a_16,Age in months (for children)
hml16a_17,Age in months (for children)
hml16a_18,Age in months (for children)
hml16a_19,Age in months (for children)
hml16a_20,Age in months (for children)
hml16a_21,Age in months (for children)
hml16a_22,Age in months (for children)
hml16a_23,Age in months (for children)
hml16a_24,Age in months (for children)
hml17_01,Flag for age from Individual file
hml17_02,Flag for age from Individual file
hml17_03,Flag for age from Individual file
hml17_04,Flag for age from Individual file
hml17_05,Flag for age from Individual file
hml17_06,Flag for age from Individual file
hml17_07,Flag for age from Individual file
hml17_08,Flag for age from Individual file
hml17_09,Flag for age from Individual file
